Serial,FireYear,IncidentNumber,FiscalYear,FireArea,District,Unit,FireName,StatisticalCategory,PreparedBy,Landmark,Equipment,NumberPersonnel,PreparedDate,ModifiedBy,ModifiedDate,Twn,Rng,Sec,Subdiv,Longitude,Latitude,ProtectionAgency,FireOriginFederalLands,LandClass,FireThreatened,Minimum,Dual,County,LandownerType,OriginalSurcharge,SurchargeInvolved,SenateBill360Lot,SenateBill360Certified,DiscoveredBy,DiscoveredByName,CausedBy,GeneralCause,SpecificCause,CauseComments,LeadInvestigator,Degree_certain,GeneralRestriction,IndustrialRestriction,BurnIndex,WeatherStationID,RegulatedUseZone,Involve_op,Notif_year,Notif_dist,Notif_number,IgnitionTime,DiscoveryTime,ReportTime,InitialAttackTime,ControlTime,WalkInDelay,FemaFire,IntitialAttackBy,InitialAttackType,Flame_length,InitialAttackFireSizeAcres,InitialAttackBehavior,GeneralFuelModels,Topography,Aspect,Slope,Elevation,SizeClass,FinalFireSizeAcres,StateProtectedAcres,ESRI_OID,CauseType,x,y
109927,2018,18-781-070-18,2018,,78,781,Pope Road               ,1,Brandy Simmons          ,13.8 Miles NW of Veneta       ,,,1/11/2018 12:00:00 AM,BSIMMONS,2/7/2018 8:34:00 AM,16S   ,7W    ,3 ,SWSW,-123.529,44.2025,1,1,6,1,0,0,20,30,0,0,0,,6,Phil Hunter             ,7,3,370,Tree Fell on powerline causing the line to hit the ground,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,1/11/2018 1:35:00 PM,1/11/2018 1:35:00 PM,1/11/2018 1:35:00 PM,1/11/2018 1:45:00 PM,1/11/2018 1:45:00 PM,0,0,2,3,,0.01,1,2,0,0,0,0,1,0.01,0.01,109927,3,518361.589566931,908597.542979002
109933,2018,18-974-044-18,2018,,97,974,Pace                    ,1,Cinda Fratzke           ,,,,2/12/2018 12:00:00 AM,cfratzke,3/20/2018 1:28:00 PM,2S    ,44E   ,35,NWSW,-117.289,45.34,1,1,1,2,0,0,32,13,1,0,0,,8,                        ,2,6,669,,Matt Howard,,0,9,,351518 Eden             ,NE2,2,2016,974,7213,2/10/2018 6:30:00 AM,2/10/2018 10:30:00 AM,2/10/2018 11:00:00 AM,2/10/2018 11:15:00 AM,2/10/2018 1:00:00 PM,0,0,8,1,,0.1,2,3,0,0,0,0,1,0.25,0.25,109933,1,2137788.42749344,1324740.87270342
109934,2018,18-974-045-18,2018,,97,974,Harley Road             ,1,Cinda Fratzke           ,,,,2/12/2018 12:00:00 AM,cfratzke,3/20/2018 11:43:00 AM,1S    ,43E   ,16,SWNW,-117.454,45.4792,1,1,1,2,0,0,32,12,0,0,0,,8,                        ,4,6,615,,Matt Howard,,0,9,,351518 Eden             ,NE2,1,,,,2/10/2018 12:00:00 PM,2/10/2018 12:30:00 PM,2/10/2018 12:54:00 PM,2/10/2018 1:05:00 PM,2/10/2018 3:00:00 PM,0,0,8,0,,0.01,3,2,0,0,0,0,3,15,15,109934,3,2093509.46423885,1373844.75032808
109935,2018,18-582-057-18,2018,,58,582,Lookout Mainline Pile   ,1,Dawn Sleight            ,4.1 miles N of Lyons          ,,,2/13/2018 12:00:00 AM,MolallaDispatch,6/6/2018 9:30:00 AM,8S    ,2E    ,32,SENW,-122.59,44.8294,1,1,1,1,0,0,24,11,0,0,2,,4,                        ,9,4,403,,Trent Tegen,,0,0,,352025 Jordan           ,CM1,1,,,,2/12/2018 12:00:00 PM,2/13/2018 8:00:00 AM,2/13/2018 8:00:00 AM,2/13/2018 10:45:00 AM,2/13/2018 11:15:00 AM,0,0,1,3,,0.01,1,12,0,0,0,0,1,0.01,0.01,109935,3,770248.277559057,1129351.10629921
109936,2018,18-722-121-18,2018,,72,722,Lost Creek              ,1,,10 W Winston                  ,,,2/15/2018 12:00:00 AM,krobison,3/13/2018 3:15:00 PM,27S   ,9W    ,25,NWNE,-123.709,43.1981,1,2,1,1,0,0,6,50,0,0,0,,9,                        ,13,3,351,,"White, Michael",,0,0,NA ,353044 Burnt Mountain   ,CS2,1,,,,2/13/2018 2:20:00 PM,2/13/2018 2:20:00 PM,2/13/2018 2:40:00 PM,2/13/2018 3:45:00 PM,2/13/2018 3:45:00 PM,0,0,2,0,,0.01,1,8,1,1,1,1,1,0.01,0.01,109936,3,456898.62631233,544608.508202106
109952,2018,18-981-149-18,2018,,98,981,Dairy 149               ,1,K Starman               ,1 Mile NE of Dairy            ,,,4/2/2018 12:00:00 AM,msanspach,5/14/2018 9:35:00 AM,38S   ,11.5E ,27,NWNE,-121.514,42.2494,1,1,2,2,0,0,18,13,0,0,0,,6,Sharon Boyd             ,5,6,601,,"Anspach, Matt",,0,9,,353328 Gerber           ,KF1,1,,,,3/30/2018 2:57:00 PM,3/30/2018 2:57:00 PM,3/30/2018 2:57:00 PM,3/30/2018 3:26:00 PM,3/30/2018 7:00:00 PM,0,0,2,3,,0.1,2,5,0,0,0,0,2,0.76,0.06,109952,3,1037699.35695538,183778.246062994
109953,2018,18-712-716-18,2018,,71,712,McMullen Creek          ,1,"Von Essen, Kyndra       ",7.95 Miles NE of CJ           ,,,4/2/2018 12:00:00 AM,kdvonessen,4/10/2018 2:08:00 PM,38S   ,7W    ,20,NENW,-123.556,42.2552,1,1,1,1,0,0,17,30,0,0,2,,5,                        ,9,4,404,,Derreck Johnson,,0,0,,353115 Iv Airport       ,SW3,1,,,,4/1/2018 3:55:00 PM,4/1/2018 4:00:00 PM,4/1/2018 4:00:00 PM,4/2/2018 10:45:00 AM,4/5/2018 12:00:00 PM,0,0,1,3,,0.01,1,7,1,1,1,1,1,0.01,0.01,109953,3,484875.698490813,199598.114829391
109955,2018,18-781-071-18,2018,,78,781,South Line Portage Rd   ,1,Brandy Simmons          ,3.68 Miles East of Florence   ,,,3/29/2018 12:00:00 AM,BSIMMONS,4/13/2018 1:37:00 PM,18S   ,11W   ,20,NENE,-124.029,43.9972,1,1,1,1,0,0,20,11,0,0,0,,3,,2,3,339,Hot Saw,Kyle Tripp,,0,0,,352547 Village Creek    ,SL2,2,2018,781,2230,3/29/2018 7:21:00 AM,3/29/2018 7:21:00 AM,3/29/2018 7:51:00 AM,3/29/2018 7:51:00 AM,3/29/2018 12:00:00 PM,0,1,3,3,,0.01,2,8,0,0,0,0,1,0.01,0.01,109955,1,384158.739829391,839076.489501312
109956,2018,18-711-442-18,2018,,71,711,Ball Rd 2575            ,1,K.House                 ,2.47 NE Eagle Point           ,,,4/3/2018 12:00:00 AM,cjheberlein,4/9/2018 10:08:00 AM,35S   ,1W    ,26,NENE,-122.78,42.504,1,1,10,2,0,0,15,10,0,0,0,,6,Michelle Fraizer        ,8,6,601,No scratch line constructed around burn pile.,chris Heberlein,,0,0,31 ,353228                  ,SW1,1,,,,4/3/2018 2:00:00 PM,4/3/2018 2:51:00 PM,4/3/2018 2:51:00 PM,4/3/2018 2:53:00 PM,4/3/2018 3:12:00 PM,0,0,2,3,,2,2,1,1,1,1,1,2,2.62,0.1,109956,3,697446.024934381,283433.586614177
109957,2018,18-981-150-18,2018,,98,981,Williamson 107          ,1,K Starman               ,Williamson River              ,,,4/3/2018 12:00:00 AM,msanspach,5/14/2018 8:46:00 AM,35S   ,7E    ,16,NESE,-121.878,42.5344,1,1,2,2,0,1,18,13,0,0,0,,6,Jim Mark                ,5,6,604,,"Anspach, Matt",,0,9,,353310 Chiliquin        ,KF1,1,,,,2/15/2018 12:00:00 PM,4/3/2018 5:43:00 PM,4/3/2018 5:43:00 PM,4/3/2018 5:56:00 PM,4/3/2018 7:50:00 PM,0,0,2,1,,0.1,2,1,0,0,0,0,2,3,3,109957,3,940862.222440943,289094.340223104
109959,2018,18-982-127-18,2018,,98,982,Ice 108                 ,1,K Starman               ,Drews Gap                     ,,,4/4/2018 12:00:00 AM,kmstarman,5/15/2018 4:37:00 PM,39S   ,18E   ,15,SESE,-120.571,42.1825,1,1,1,1,0,1,19,13,1,0,0,,6,                        ,5,6,620,,"Leach, Michael",,0,9,,353423 Strawberry       ,KF2,1,,,,4/3/2018 6:24:00 PM,4/3/2018 6:24:00 PM,4/3/2018 6:48:00 PM,4/4/2018 8:30:00 AM,4/4/2018 1:00:00 PM,0,0,8,1,,1,1,3,0,0,0,0,2,1,1,109959,3,1293087.8116798,157701.005249351
109960,2018,18-723-122-18,2018,,72,723,China Mountain Road     ,1,,3 E Port Orford               ,,,4/9/2018 12:00:00 AM,krobison,6/19/2018 3:22:00 PM,33S   ,15W   ,14,SWNE,-124.439,42.7175,1,1,1,1,0,0,8,11,0,0,0,,3,                        ,2,9,906,,"Franson, Robert",,0,0,,352820 Seven Mile Cr    ,CS1,3,2018,740,937,4/5/2018 8:30:00 AM,4/5/2018 8:30:00 AM,4/5/2018 8:30:00 AM,4/5/2018 8:30:00 AM,4/5/2018 1:39:00 PM,0,0,3,1,,0.01,4,12,0,0,0,0,2,2.25,2.25,109960,1,254033.234251961,378110.610564306
109963,2018,18-732-178-18,2018,,73,732,Rattle Tank             ,1,R. Leming               ,SW of Glendale                ,,,4/23/2018 12:00:00 AM,jblomberg,5/3/2018 1:28:00 PM,33S   ,6W    ,18,NENE,-123.447,42.7069,1,1,1,1,0,0,10,11,0,0,0,,7,                        ,9,4,499,,Paul Ritter,,0,0,31 ,353041                  ,DG2,1,,,,4/21/2018 8:00:00 PM,4/22/2018 2:30:00 PM,4/22/2018 3:00:00 PM,4/22/2018 4:30:00 PM,4/24/2018 5:00:00 PM,0,1,1,4,,5,2,12,1,1,1,1,3,10.03,10.03,109963,3,520285.312664047,363071.789698169
109965,2018,18-771-111-18,2018,,77,771,Fawn Peak               ,1,Gina Dally              ,Boulder Creek                 ,,,4/24/2018 12:00:00 AM,zjsecora,7/23/2018 5:07:00 PM,23S   ,3W    ,24,SESW,-122.548,43.5478,1,1,1,1,0,0,20,11,0,0,0,,3,Jack Spindler           ,2,3,349,"Processor on Fire Link Belt 330LX 2006, Fire in engine comp.",Patten,,0,0,NA ,352562 Green Mountain   ,EL1,2,2018,771,880,4/24/2018 7:00:00 AM,4/24/2018 7:00:00 AM,4/24/2018 7:15:00 AM,4/24/2018 7:00:00 AM,4/24/2018 9:09:00 AM,0,0,3,0,,0.01,9,99,1,1,1,1,1,0.01,0.01,109965,1,769489.272637799,662110.883858263
109966,2018,18-732-180-18,2018,,73,732,Windy Park Fire         ,1,J. Blomberg             ,,,,4/24/2018 12:00:00 AM,mperez,8/9/2018 1:16:00 PM,32S   ,5W    ,18,SWNW,-123.346,42.7917,1,1,1,1,0,0,10,20,1,1,0,,5,                        ,9,4,499,,Paul Ritter,,0,0,24 ,353041 Silver Butte     ,DG2,1,,,,4/24/2018 3:05:00 PM,4/24/2018 3:09:00 PM,4/24/2018 3:11:00 PM,4/24/2018 3:25:00 PM,4/24/2018 3:35:00 PM,0,0,2,4,,0.01,2,2,1,1,1,1,1,0.01,0.01,109966,3,548490.860236228,393005.106955379
109969,2018,18-781-073-18,2018,,78,781,Central Ditch           ,1,Brandy Simmons          ,2.68 Miles East of Veneta     ,,,4/24/2018 12:00:00 AM,BSIMMONS,4/25/2018 8:56:00 AM,18S   ,5W    ,4 ,NENW,-123.302,44.0469,1,1,10,1,0,0,20,10,0,0,0,,9,                        ,4,3,360,most probable cause,Isaak Post,,0,0,,352547 Village Creek    ,WT1,1,,,,4/24/2018 3:45:00 PM,4/24/2018 4:00:00 PM,4/24/2018 4:00:00 PM,4/24/2018 4:18:00 PM,4/24/2018 4:29:00 PM,0,0,2,4,,0.01,2,2,0,0,0,0,1,0.01,0.01,109969,3,575905.011811018,849806.998031497
109970,2018,18-551-028-18,2018,,55,551,Chinook                 ,1,Pat MacMeekin           ,2 miles West of Corvallis     ,,,4/24/2018 12:00:00 AM,erdmann,4/30/2018 10:32:00 AM,11S   ,5W    ,30,SWNW,-123.352,44.5863,1,1,1,1,1,1,2,13,1,1,2,,8,Kathleen McAteer        ,5,6,615,,Bill Mahr,,0,0,,351811 Wilkinson Ridge  ,WO1,1,,,,4/24/2018 11:50:00 AM,4/24/2018 11:50:00 AM,4/24/2018 11:50:00 AM,4/24/2018 12:02:00 PM,4/24/2018 2:14:00 PM,0,1,2,3,,0.25,2,5,0,0,0,0,2,1.17,1.17,109970,3,569596.806758523,1046739.68208662
109974,2018,18-955-090-18,2018,,95,955,Springwood 0122         ,1,Ben Duda                ,4 Miles West of LaPine        ,,,4/25/2018 12:00:00 AM,BDUDA,4/25/2018 11:04:00 AM,22S   ,9E    ,12,SENE,-121.587,43.685,1,1,1,1,1,1,9,13,1,0,1,1,8,Dennis Rarey            ,8,6,602,"had tools, followed permit, unable to catch mutilpe spots",ben Duda,,0,9,,352605 Round Mountain   ,DE1,1,,,,4/24/2018 3:50:00 PM,4/24/2018 3:50:00 PM,4/24/2018 4:11:00 PM,4/24/2018 4:17:00 PM,4/24/2018 5:49:00 PM,0,0,2,3,,0.1,2,3,0,0,0,0,1,0.2,0.2,109974,3,1024855.95209974,707246.119094491
109975,2018,18-552-024-18,2018,,55,552,Hebo Rd                 ,1,Jenifer Logsdon         ,Hebo Rd and Hwy 18            ,,,4/25/2018 12:00:00 AM,JCLASSEN,5/1/2018 2:46:00 PM,6S    ,7W    ,5 ,NWSW,-123.581,45.0775,1,1,1,1,1,1,36,12,1,0,2,,8,Kevin Pugh              ,3,6,665,,Jeff Classen,,0,0,,350505 Rye Mountain     ,WO1,2,2018,552,1855204528,4/25/2018 11:50:00 AM,4/25/2018 12:00:00 PM,4/25/2018 1:00:00 PM,4/25/2018 1:20:00 PM,4/25/2018 2:30:00 PM,0,0,2,4,,1,2,12,0,0,0,0,2,1.5,1.5,109975,1,516703.205380574,1227824.50426508
109977,2018,18-712-717-18,2018,,71,712,SWO Rattletank          ,1,"Von Essen, Kyndra       ",2.36 Miles SW of Glendale     ,,,4/25/2018 12:00:00 AM,gpdisp,12/21/2018 2:38:00 PM,33S   ,6W    ,18,NENE,-123.447,42.707,1,1,1,1,1,1,10,50,0,0,0,,7,                        ,9,4,402,unattended Camp fire,Paul Ritter,,0,0,,353041 Silver Butte     ,DG2,1,,,,4/21/2018 8:00:00 PM,4/22/2018 2:30:00 PM,4/22/2018 3:00:00 PM,4/22/2018 4:30:00 PM,4/24/2018 5:00:00 PM,0,0,2,4,,8.5,2,12,1,1,1,1,2,0.73,0.73,109977,3,520286.620734915,363108.216535434
109978,2018,18-712-719-18,2018,,71,712,Board Tree              ,1,"Johnson, Derreck        ",6.06 Miles SE of Glendale     ,,,4/25/2018 12:00:00 AM,kdvonessen,5/2/2018 2:56:00 PM,33S   ,5W    ,17,SWSE,-123.317,42.6962,1,1,1,1,0,0,17,50,0,0,0,,3,                        ,9,4,499,recreationist lit a slash pile,Derreck Johnson,,0,0,,353041 Silver Butte     ,SW3,1,,,,4/23/2018 11:00:00 PM,4/24/2018 9:20:00 AM,4/24/2018 9:20:00 AM,4/24/2018 11:52:00 AM,4/27/2018 5:00:00 PM,0,0,1,3,,0.1,1,12,1,1,1,1,1,0.1,0.1,109978,3,555077.114501312,357947.431430444
109979,2018,18-552-025-18,2018,,55,552,Pedee Slash             ,1,Jenifer Logsdon         ,1 mile N of Pedee             ,,,4/25/2018 12:00:00 AM,JCLASSEN,5/2/2018 3:39:00 PM,9S    ,6W    ,22,SESW,-123.413,44.77,1,1,1,1,0,1,27,12,1,1,2,,8,Mike Bruer              ,3,6,665,,Jeff Classen,,0,0,,351710 Rockhouse 1      ,WO1,2,2018,552,1755211536,4/25/2018 2:30:00 PM,4/25/2018 3:10:00 PM,4/25/2018 3:15:00 PM,4/25/2018 3:58:00 PM,4/25/2018 9:30:00 PM,0,0,3,4,,2.5,2,12,0,0,0,0,2,4,4,109979,1,556092.465879261,1114215.49311024
109981,2018,18-711-444-18,2018,,71,711,Eagle Butte             ,1,Taylor Marasco          ,Deer Creek                    ,,,4/26/2018 12:00:00 AM,disp_med1,6/6/2018 10:12:00 AM,37S   ,2E    ,23,NENW,-122.554,42.3443,1,2,1,1,0,0,15,50,0,0,0,,6,Tim Henigen             ,9,4,403,warming fire left unattended,Taylor Wilkerson,,0,0,42 ,353230                  ,SW2,1,,,,4/26/2018 10:00:00 AM,4/26/2018 10:39:00 AM,4/26/2018 10:39:00 AM,4/26/2018 1:38:00 PM,4/26/2018 2:14:00 PM,0,0,1,4,,0.25,1,5,1,1,1,1,1,0.25,0.25,109981,3,756926.328083992,223626.418307081
109983,2018,18-712-720-18,2018,,71,712,Speaker Road            ,1,"Von Essen, Kyndra       ",8.38 Miles E of Glendale      ,,,4/27/2018 12:00:00 AM,kdvonessen,5/2/2018 3:12:00 PM,33S   ,5W    ,14,NWSW,-123.266,42.7009,1,1,1,1,0,0,17,50,0,0,0,,5,                        ,9,4,499,Recreationist lit three small fires,Derreck Johnson,,0,0,,353228 Evans            ,SW3,1,,,,4/26/2018 6:00:00 PM,4/26/2018 6:27:00 PM,4/26/2018 6:27:00 PM,4/27/2018 10:31:00 AM,4/30/2018 5:00:00 PM,0,0,1,3,,0.01,1,1,1,1,1,1,1,0.01,0.01,109983,3,568839.341863513,359193.501968503
109986,2018,18-732-181-18,2018,,73,732,MP 2 Starvout Cr.       ,1,,,,,4/30/2018 12:00:00 AM,mperez,8/30/2018 4:46:00 PM,32S   ,4W    ,17,SESW,-123.239,42.7897,1,1,1,1,0,0,10,13,0,0,0,,6,                        ,15,6,602,,Josh Esterbrook,,0,0,19 ,353041 Silver Butte     ,DG2,1,,,,4/28/2018 1:00:00 PM,4/28/2018 1:00:00 PM,4/28/2018 1:00:00 PM,4/28/2018 1:00:00 PM,4/28/2018 2:00:00 PM,0,1,1,3,,0.1,2,12,0,0,0,0,1,0.1,0.1,109986,3,577173.819553807,391299.758530185
109987,2018,18-781-074-18,2018,,78,781,Chicken Strike          ,1,Brandy Simmons          ,I mile east of Greenleaf      ,,,4/27/2018 12:00:00 AM,BSIMMONS,6/11/2018 1:06:00 PM,17S   ,8W    ,9 ,NENE,-123.654,44.1122,1,1,1,1,0,0,20,11,0,0,0,,6,Mike                    ,1,1,101,Lightning struck large tree,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,4/27/2018 9:00:00 AM,4/27/2018 6:00:00 PM,4/27/2018 7:08:00 PM,4/27/2018 9:00:00 PM,4/30/2018 10:00:00 AM,45,0,1,1,,0.01,1,7,0,0,0,0,1,0.01,0.01,109987,2,484347.738517061,876944.309383199
109990,2018,18-954-050-18,2018,,95,954,Endersby Road           ,1,Rick Fletcher           ,14 Miles West of Maupin       ,,,4/27/2018 12:00:00 AM,dgonzales,5/23/2018 2:18:00 PM,5S    ,12E   ,18,NWSW,-121.359,45.1342,1,1,1,1,0,1,33,12,1,0,0,,6,Melvin Gard             ,4,6,615,Burning without a permit in high wind conditions,"Fletcher, Richard",,0,9,,350913 Wamic            ,MH1,1,,,,4/27/2018 11:00:00 AM,4/27/2018 2:00:00 PM,4/27/2018 2:28:00 PM,4/27/2018 2:40:00 PM,4/27/2018 6:40:00 PM,0,0,2,4,,1.14,2,3,0,0,0,0,2,1.14,1.14,109990,3,1090679.960958,1234724.8133202
109994,2018,18-781-075-18,2018,,78,781,84693 Territorial       ,1,Brandy Simmons          ,6.96 miles SE of Veneta       ,,,5/4/2018 12:00:00 AM,BSIMMONS,6/1/2018 1:54:00 PM,18S   ,5W    ,34,NWSW,-123.292,43.9569,1,1,1,1,0,1,20,10,0,0,0,,6,Angela                  ,6,6,699,escped debris burn,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,5/4/2018 1:00:00 PM,5/4/2018 1:00:00 PM,5/4/2018 1:10:00 PM,5/4/2018 1:25:00 PM,5/4/2018 1:30:00 PM,0,1,1,3,,0.17,2,2,0,0,0,0,1,0.17,0.17,109994,3,577417.026246727,816935.145013124
109995,2018,18-532-064-18,2018,,53,532,Morgan Road #1          ,1,Kelly Niles             ,6 miles S. of Scappoose       ,,,5/6/2018 12:00:00 AM,lbrien,5/6/2019 10:59:00 AM,2N    ,2W    ,12,NWNW,-122.885,45.6623,1,1,1,1,0,1,26,12,0,0,2,,8,Todd Duncan             ,5,4,499,,"Niles, Kelly",,0,0,,350308                  ,NW3,1,,,,5/6/2018 3:00:00 PM,5/6/2018 3:10:00 PM,5/6/2018 3:16:00 PM,5/6/2018 3:45:00 PM,5/6/2018 9:30:00 PM,2,0,2,4,,1,2,12,0,0,0,0,2,1.6,1.6,109995,3,702573.117125988,1434977.49770342
109996,2018,18-954-051-18,2018,,95,954,Pinemont Drive          ,1,Patrick Stephenson      ,10 Miles South of Hood River  ,,,5/6/2018 12:00:00 AM,dgonzales,5/7/2018 1:44:00 PM,1N    ,10E   ,11,SWSW,-121.547,45.5786,1,1,1,1,0,1,14,12,1,0,1,1,8,Bruce Nicholson         ,5,6,601,Shifting wind cuased fire to escape debris pile,Patrick Stephenson,,0,0,,350812 Middle Mtn       ,MH1,1,,,,5/6/2018 10:00:00 AM,5/6/2018 11:45:00 AM,5/6/2018 11:54:00 AM,5/6/2018 12:07:00 PM,5/6/2018 1:54:00 PM,0,0,2,4,,0.01,2,8,0,0,0,0,1,0.01,0.01,109996,3,1044236.3300525,1397307.62467192
109997,2018,18-712-723-18,2018,,71,712,Greens Gulch            ,1,"Larsen, Erik            ",6.5 Miles N of RR             ,,,5/7/2018 12:00:00 AM,gpdisp,5/10/2018 9:37:00 AM,35S   ,4W    ,14,NWSE,-123.14,42.526,1,1,10,1,0,0,15,11,0,0,0,,11,Old Baldy               ,1,1,101,Lightning Storm on May 6th,Erik Larsen,,0,0,,353228 Evans            ,SW3,1,,,,5/6/2018 5:00:00 AM,5/6/2018 8:48:00 AM,5/6/2018 8:48:00 AM,5/6/2018 12:38:00 PM,5/9/2018 3:40:00 PM,45,0,1,1,,0.1,2,9,1,1,1,1,1,0.1,0.1,109997,2,600646.562335953,294357.916338578
110001,2018,18-711-443-18,2018,,71,711,Ramsey Rd 14738         ,1,,,,,4/25/2018 12:00:00 AM,disp_med1,5/9/2018 10:00:00 AM,35S   ,3W    ,8 ,NWNW,-122.973,42.5469,1,1,1,1,0,0,15,12,0,0,0,,6,                        ,6,9,902,Witnesses suggest ignition in refrigerator,J. Kurzyniec,,0,0,35 ,353228 Evans            ,SW1,1,,,,4/22/2018 2:10:00 PM,4/22/2018 2:13:00 PM,4/22/2018 2:14:00 PM,4/22/2018 2:25:00 PM,4/22/2018 3:00:00 PM,0,0,6,1,,0.1,9,99,1,1,1,1,1,0.1,0.1,110001,3,645881.90321523,300571.173884511
110002,2018,18-711-448-18,2018,,71,711,Hamilton Rd Complex     ,1,M. Fumasi               ,,,,5/7/2018 12:00:00 AM,disp_med1,5/9/2018 11:19:00 AM,39S   ,3W    ,4 ,SENE,-123.054,42.2103,1,1,1,1,0,1,15,12,1,0,0,,6,                        ,1,1,101,,J. Scott,,0,0,33 ,353213 Squaw            ,SW2,1,,,,5/6/2018 4:18:00 AM,5/6/2018 4:18:00 AM,5/6/2018 4:18:00 AM,5/6/2018 4:33:00 AM,5/6/2018 5:36:00 AM,0,0,2,4,,0.01,2,3,1,1,1,1,1,0.01,0.01,110002,2,620243.464566931,178593.122703418
110003,2018,18-711-450-18,2018,,71,711,Joe Dyer                ,1,M. Fumas                ,Brush Creek                   ,,,5/7/2018 12:00:00 AM,disp_med1,5/9/2018 12:24:00 PM,34S   ,1W    ,12,SESE,-122.761,42.6228,1,1,1,1,0,0,15,12,0,0,0,,6,                        ,1,1,101,,M. Fuller,,0,0,33 ,353228 Evans            ,SW1,1,,,,5/6/2018 4:18:00 AM,5/6/2018 9:21:00 AM,5/6/2018 9:21:00 AM,5/6/2018 1:23:00 PM,5/6/2018 6:07:00 PM,30,0,1,1,,0.1,2,3,1,1,1,1,1,0.1,0.1,110003,2,703761.231955379,326580.42979002
110007,2018,18-781-076-18,2018,,78,781,Vick Trailer            ,1,Brandy Simmons          ,9.22 Miles NW of Veneta       ,,,5/4/2018 12:00:00 AM,BSIMMONS,5/8/2018 11:29:00 AM,16S   ,6W    ,20,NESW,-123.443,44.1647,1,1,1,1,0,1,20,11,0,0,0,,6,Angela                  ,13,3,351,Motor home on fire,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,5/4/2018 4:00:00 PM,5/4/2018 4:09:00 PM,5/4/2018 4:15:00 PM,5/4/2018 4:36:00 PM,5/4/2018 5:00:00 PM,0,0,2,4,,0.01,2,2,0,0,0,0,1,0.01,0.01,110007,3,540400.85826771,894009.683070868
110008,2018,18-711-451-18,2018,,71,711,Keno Access Rd          ,1,R.Briggs                ,16.8 miles East of Ashland    ,,,5/8/2018 12:00:00 AM,disp_med1,5/25/2018 9:22:00 AM,38S   ,4E    ,19,SESE,-122.389,42.2463,1,2,1,1,0,0,15,50,0,0,0,,3,                        ,9,4,404,Warming Fire not Exinguished,Raymond Briggs,,0,0,32 ,PARKER MOUNTAIN         ,SW2,1,,,,5/5/2018 9:29:00 AM,5/5/2018 9:30:00 AM,5/5/2018 9:30:00 AM,5/5/2018 10:11:00 AM,5/5/2018 12:00:00 PM,0,0,1,4,,0.01,2,11,1,1,1,1,1,0.01,0.01,110008,3,800713.147637799,186838.011811018
110009,2018,18-711-452-18,2018,,71,711,Berry Rock              ,1,M. Fumasi               ,6.24 miles North of Shady Cove,,,5/8/2018 12:00:00 AM,disp_med1,5/15/2018 10:11:00 AM,33S   ,1W    ,13,SWSW,-122.774,42.6972,1,2,1,1,0,0,15,50,0,0,0,,3,Leo Engelson BLM        ,1,1,101,Hamilton Complex,M. Fuller,,0,0,35 ,ZIM                     ,SW2,1,,,,5/6/2018 4:18:00 AM,5/7/2018 3:00:00 PM,5/7/2018 3:00:00 PM,5/7/2018 4:48:00 PM,5/9/2018 4:50:00 PM,30,0,1,1,,5.5,2,3,1,1,1,1,2,5.5,5.5,110009,2,701014.021981627,353786.11384514
110010,2018,18-711-453-18,2018,,71,711,Morrison creek  Rd      ,1,Tyler Hoffer            ,7.77 miles West of Shady Cove ,,,5/8/2018 12:00:00 AM,disp_med1,5/10/2018 3:59:00 PM,34S   ,2W    ,5 ,NENE,-122.957,42.6491,1,1,1,1,0,0,15,12,1,0,0,,6,                        ,1,1,101,,Robert chalmers,,0,0,33 ,EVANS CREEK             ,SW2,1,,,,5/6/2018 4:18:00 AM,5/7/2018 4:26:00 PM,5/7/2018 4:36:00 PM,5/7/2018 5:45:00 PM,5/7/2018 9:42:00 PM,0,0,1,3,,1,1,1,1,1,1,1,2,0.5,0.5,110010,2,651307.174212605,337678.550853014
110011,2018,18-711-455-18,2018,,71,711,Bear Mtn                ,1,Tyler Hoffer            ,3.33 miles Northeast of Shady ,,,5/8/2018 12:00:00 AM,disp_med1,5/11/2018 11:10:00 AM,34S   ,1W    ,1 ,SWNE,-122.767,42.6458,1,2,1,1,0,0,15,50,0,0,0,,11,Round top               ,1,1,101,,"Erik, Larson",,0,0,33 ,ZIM                     ,SW2,1,,,,5/6/2018 4:18:00 AM,5/8/2018 8:50:00 AM,5/8/2018 8:55:00 AM,5/8/2018 2:00:00 PM,5/8/2018 6:22:00 PM,0,0,1,1,,0.01,1,3,1,1,1,1,1,0.01,0.01,110011,2,702378.119750649,335005.532808393
